4	87	0	0
250	43	0	0
250	528	0	0
4	6	0	0
43	528	0	0
528	6	0	0
6	529	0	0
4	250	0	0
6	528	0	0
528	529	0	0
528	250	0	0
87	528	0	0
43	4	0	0
43	529	0	0
528	43	0	0
4	43	0	0
87	6	0	0
6	250	0	0
43	6	0	0
87	43	0	0
6	4	0	0
43	250	0	0
87	250	0	0
87	4	0	0
4	529	0	0
250	87	0	0
6	43	0	0
529	528	0	0
529	6	0	0
87	529	0	0
250	4	0	0
250	6	0	0
529	43	0	0
6	87	0	0
529	4	0	0
250	529	0	0
43	87	0	0
529	250	0	0
529	87	0	0
528	87	0	0
8	4	1	1
30	26	1	1
8	30	1	1
30	29	1	1
26	29	1	1
30	4	1	1
8	29	1	1
4	26	1	1
1	4	1	1
1	26	1	1
30	8	1	1
26	8	1	1
26	4	1	1
29	1	1	1
8	1	1	1
26	1	1	1
4	30	1	1
29	8	1	1
4	1	1	1
29	4	1	1
4	8	1	1
4	29	1	1
29	26	1	1
8	26	1	1
26	30	1	1
29	30	1	1
30	1	1	1
1	30	1	1
1	29	1	1
1	8	1	1
4	30	2	2
29	30	2	2
30	4	2	2
1	29	2	2
4	26	2	2
1	4	2	2
4	1	2	2
26	4	2	2
8	29	2	2
30	29	2	2
1	30	2	2
8	4	2	2
29	8	2	2
1	26	2	2
29	1	2	2
30	26	2	2
30	1	2	2
26	1	2	2
4	8	2	2
30	8	2	2
8	30	2	2
26	8	2	2
26	30	2	2
1	8	2	2
8	1	2	2
29	26	2	2
26	29	2	2
8	26	2	2
4	29	2	2
29	4	2	2
29	1	3	3
30	26	3	3
4	30	3	3
26	29	3	3
30	1	3	3
29	30	3	3
26	8	3	3
1	30	3	3
26	4	3	3
26	1	3	3
4	8	3	3
4	26	3	3
29	4	3	3
4	1	3	3
1	26	3	3
1	4	3	3
30	8	3	3
8	26	3	3
8	1	3	3
29	8	3	3
8	30	3	3
8	29	3	3
30	4	3	3
29	26	3	3
1	29	3	3
26	30	3	3
30	29	3	3
4	29	3	3
1	8	3	3
8	4	3	3
1	30	4	4
30	26	4	4
4	30	4	4
30	4	4	4
4	26	4	4
26	1	4	4
4	8	4	4
29	30	4	4
1	4	4	4
29	8	4	4
26	8	4	4
30	1	4	4
8	30	4	4
29	4	4	4
1	26	4	4
29	26	4	4
4	1	4	4
8	29	4	4
29	1	4	4
26	4	4	4
4	29	4	4
30	29	4	4
8	1	4	4
26	29	4	4
1	29	4	4
30	8	4	4
1	8	4	4
8	4	4	4
8	26	4	4
26	30	4	4
1	26	5	5
4	30	5	5
29	30	5	5
8	4	5	5
29	4	5	5
8	26	5	5
30	29	5	5
30	4	5	5
30	8	5	5
8	1	5	5
30	26	5	5
29	26	5	5
26	30	5	5
