55	70	0	0
12	353	0	0
6	83	0	0
9	6	0	0
213	11	0	0
1	53	0	0
106	5	0	0
55	8	0	0
350	2	0	0
70	4	0	0
47	214	0	0
11	351	0	0
352	1	0	0
2	46	0	0
349	14	0	0
4	11	0	0
47	29	0	0
3	2	0	0
214	47	0	0
5	350	0	0
6	2	0	0
55	351	0	0
8	55	0	0
348	46	0	0
11	6	0	0
11	5	0	0
69	84	0	0
212	11	0	0
7	8	0	0
54	213	0	0
5	1	0	0
352	9	0	0
11	84	0	0
47	9	0	0
6	11	0	0
2	14	0	0
10	348	0	0
351	56	0	0
8	2	0	0
46	11	0	0
5	7	0	0
348	10	0	0
69	350	0	0
8	11	0	0
54	55	0	0
84	54	0	0
15	56	0	0
210	3	0	0
2	350	0	0
106	46	0	0
29	56	0	0
213	350	0	0
54	8	0	0
46	2	0	0
11	2	0	0
11	5	0	0
7	83	0	0
47	351	0	0
53	6	0	0
2	349	0	0
1	107	0	0
211	5	0	0
3	349	0	0
212	5	0	0
7	1	0	0
351	15	0	0
15	11	0	0
349	2	0	0
2	70	0	0
210	2	0	0
1	11	0	0
8	69	0	0
15	11	0	0
2	2	0	0
70	11	0	0
107	9	0	0
2	211	0	0
3	11	0	0
5	11	0	0
1	6	0	0
54	2	0	0
2	69	0	0
29	6	0	0
1	106	0	0
213	2	0	0
6	11	0	0
29	107	0	0
29	15	0	0
210	5	0	0
11	15	0	0
7	11	0	0
1	348	0	0
5	211	0	0
4	9	0	0
11	8	0	0
11	6	0	0
11	56	0	0
83	53	0	0
14	106	0	0
350	5	0	0
349	6	0	0
348	1	0	0
107	1	0	0
5	11	0	0
213	54	0	0
70	55	0	0
5	46	0	0
212	210	0	0
69	11	0	0
214	107	0	0
6	107	0	0
354	353	0	0
2	106	0	0
11	7	0	0
106	2	0	0
2	47	0	0
350	54	0	0
11	29	0	0
348	14	0	0
11	213	0	0
14	10	0	0
11	2	0	0
1	354	0	0
107	11	0	0
55	56	0	0
348	349	0	0
106	348	0	0
2	12	0	0
29	11	0	0
214	353	0	0
349	210	0	0
351	11	0	0
6	5	0	0
15	213	0	0
11	106	0	0
352	12	0	0
11	6	0	0
47	11	0	0
2	210	0	0
3	2	0	0
6	53	0	0
7	84	0	0
9	29	0	0
2	6	0	0
3	46	0	0
10	46	0	0
15	4	0	0
8	84	0	0
15	55	0	0
11	107	0	0
7	350	0	0
1	83	0	0
2	11	0	0
4	55	0	0
211	6	0	0
212	2	0	0
10	210	0	0
212	6	0	0
53	11	0	0
214	9	0	0
70	351	0	0
4	351	0	0
2	107	0	0
46	53	0	0
6	210	0	0
53	1	0	0
8	2	0	0
7	5	0	0
2	53	0	0
354	214	0	0
349	348	0	0
349	211	0	0
212	84	0	0
83	11	0	0
29	47	0	0
5	53	0	0
11	2	0	0
2	11	0	0
211	2	0	0
9	11	0	0
107	214	0	0
348	2	0	0
2	2	0	0
14	349	0	0
2	7	0	0
10	11	0	0
353	1	0	0
14	2	0	0
11	83	0	0
54	11	0	0
47	6	0	0
2	5	0	0
10	3	0	0
2	3	0	0
2	348	0	0
6	2	0	0
11	9	0	0
6	29	0	0
2	212	0	0
210	11	0	0
351	11	0	0
106	11	0	0
2	350	0	0
4	70	0	0
351	29	0	0
84	7	0	0
214	1	0	0
14	11	0	0
107	29	0	0
211	7	0	0
11	10	0	0
349	3	0	0
210	211	0	0
211	212	0	0
351	70	0	0
107	6	0	0
107	2	0	0
214	2	0	0
11	70	0	0
2	6	0	0
54	2	0	0
70	11	0	0
1	2	0	0
2	6	0	0
10	14	0	0
11	210	0	0
6	2	0	0
14	53	0	0
211	11	0	0
107	47	0	0
84	2	0	0
14	3	0	0
11	54	0	0
15	351	0	0
11	46	0	0
47	1	0	0
70	29	0	0
70	56	0	0
1	47	0	0
5	6	0	0
69	8	0	0
53	348	0	0
84	2	0	0
54	350	0	0
4	15	0	0
46	106	0	0
2	55	0	0
6	1	0	0
6	69	0	0
3	348	0	0
351	6	0	0
83	5	0	0
69	212	0	0
12	352	0	0
2	10	0	0
69	2	0	0
70	213	0	0
3	106	0	0
3	14	0	0
350	212	0	0
11	211	0	0
70	15	0	0
84	8	0	0
4	47	0	0
107	352	0	0
55	2	0	0
2	3	0	0
29	9	0	0
56	15	0	0
11	53	0	0
14	46	0	0
353	352	0	0
7	6	0	0
349	11	0	0
2	214	0	0
11	47	0	0
1	12	0	0
47	2	0	0
6	349	0	0
53	2	0	0
84	69	0	0
213	70	0	0
352	107	0	0
11	211	0	0
56	54	0	0
350	7	0	0
2	84	0	0
1	2	0	0
11	69	0	0
6	5	0	0
2	9	0	0
46	14	0	0
55	4	0	0
352	2	0	0
2	1	0	0
213	84	0	0
5	210	0	0
3	210	0	0
214	352	0	0
348	11	0	0
2	11	0	0
353	2	0	0
211	349	0	0
83	1	0	0
1	214	0	0
9	4	0	0
11	349	0	0
354	12	0	0
353	12	0	0
56	55	0	0
5	2	0	0
15	70	0	0
29	4	0	0
9	352	0	0
214	12	0	0
1	352	0	0
46	1	0	0
2	352	0	0
14	2	0	0
56	11	0	0
212	211	0	0
2	14	0	0
6	211	0	0
7	2	0	0
5	69	0	0
2	213	0	0
11	14	0	0
213	8	0	0
213	56	0	0
6	4	0	0
54	56	0	0
11	70	0	0
6	47	0	0
11	212	0	0
352	214	0	0
1	46	0	0
5	212	0	0
106	1	0	0
29	70	0	0
53	46	0	0
210	212	0	0
46	5	0	0
5	2	0	0
10	11	0	0
8	54	0	0
54	84	0	0
7	212	0	0
29	351	0	0
1	6	0	0
10	2	0	0
56	351	0	0
55	11	0	0
8	350	0	0
6	2	0	0
351	4	0	0
5	106	0	0
11	351	0	0
6	15	0	0
5	7	0	0
212	350	0	0
2	8	0	0
54	69	0	0
11	7	0	0
353	107	0	0
3	10	0	0
6	7	0	0
7	5	0	0
69	6	0	0
53	83	0	0
5	6	0	0
15	29	0	0
213	15	0	0
46	3	0	0
2	8	0	0
55	213	0	0
12	2	0	0
352	353	0	0
5	2	0	0
351	55	0	0
56	4	0	0
9	214	0	0
56	213	0	0
348	3	0	0
6	106	0	0
83	6	0	0
12	1	0	0
7	11	0	0
106	14	0	0
12	354	0	0
69	5	0	0
10	211	0	0
55	15	0	0
354	1	0	0
2	54	0	0
348	53	0	0
354	352	0	0
47	4	0	0
84	350	0	0
8	7	0	0
212	7	0	0
4	56	0	0
2	56	0	0
46	348	0	0
351	47	0	0
6	11	0	0
2	54	0	0
56	70	0	0
349	11	0	0
212	69	0	0
107	353	0	0
11	1	0	0
83	7	0	0
11	2	0	0
353	354	0	0
1	9	0	0
55	54	0	0
6	351	0	0
2	1	0	0
11	3	0	0
353	214	0	0
1	7	0	0
211	11	0	0
84	212	0	0
10	349	0	0
352	354	0	0
7	211	0	0
1	5	0	0
350	69	0	0
53	14	0	0
11	2	0	0
349	10	0	0
9	2	0	0
8	213	0	0
6	9	0	0
2	6	0	0
56	2	0	0
69	7	0	0
46	10	0	0
106	3	0	0
9	47	0	0
14	348	0	0
53	106	0	0
11	4	0	0
6	212	0	0
12	214	0	0
1	353	0	0
11	349	0	0
2	11	0	0
56	29	0	0
11	55	0	0
106	53	0	0
9	1	0	0
106	6	0	0
11	10	0	0
348	106	0	0
350	84	0	0
4	6	0	0
2	84	0	0
5	83	0	0
211	10	0	0
350	8	0	0
350	2	0	0
210	349	0	0
84	11	0	0
2	5	0	0
210	11	0	0
4	29	0	0
70	2	0	0
53	5	0	0
2	353	0	0
350	213	0	0
7	69	0	0
2	5	0	0
210	6	0	0
47	107	0	0
15	6	0	0
210	10	0	0
211	210	0	0
69	54	0	0
11	15	0	0
2	11	0	0
7	6	0	0
11	210	0	0
213	55	0	0
11	348	0	0
6	7	0	0
214	354	0	0
6	1	0	0
9	107	0	0
84	213	0	0
2	3	1	1
46	355	1	1
18	355	1	1
3	46	1	1
18	85	1	1
355	2	1	1
18	17	1	1
85	355	1	1
17	18	1	1
85	2	1	1
3	18	1	1
85	18	1	1
85	42	1	1
17	2	1	1
355	46	1	1
18	46	1	1
